Primer_name,Plate,Pool
OG0002919primerGroup8,17,9
OG0002906primerGroup1,17,9
OG0002885primerGroup4,17,9
OG0001403primerGroup0,17,9
OG0001418primerGroup1,17,9
OG0002728primerGroup3,17,9
OG0002706primerGroup5,17,9
OG0001442primerGroup4,17,9
OG0002676primerGroup4,17,9
OG0001471primerGroup2,17,9
OG0002658primerGroup1,17,9
OG0001498primerGroup3,17,9
OG0001515primerGroup3,17,9
OG0001528primerGroup4,17,9
OG0002599primerGroup3,17,9
OG0002582primerGroup0,17,9
OG0001559primerGroup5,17,9
OG0001567primerGroup3,17,9
OG0001580primerGroup8,17,9
OG0002531primerGroup3,17,9
OG0001607primerGroup2,17,9
OG0002506primerGroup3,17,9
OG0002490primerGroup0,17,9
OG0002465primerGroup8,17,9
OG0001647primerGroup9,17,9
OG0001660primerGroup3,17,9
OG0001671primerGroup7,17,9
OG0001685primerGroup6,17,9
OG0002394primerGroup9,17,9
OG0002386primerGroup3,17,9
OG0001727primerGroup8,17,9
OG0002362primerGroup7,17,9
OG0002348primerGroup1,17,9
OG0001762primerGroup7,17,9
OG0002316primerGroup0,17,9
OG0001787primerGroup4,17,9
OG0001797primerGroup0,17,9
OG0002275primerGroup4,17,9
OG0002264primerGroup7,17,9
OG0002252primerGroup0,17,9
OG0002241primerGroup9,17,9
OG0001866primerGroup1,17,9
OG0002220primerGroup6,17,9
OG0001899primerGroup0,17,9
OG0002201primerGroup5,17,9
OG0002187primerGroup0,17,9
OG0001936primerGroup2,17,9
OG0001951primerGroup1,17,9
OG0001964primerGroup4,17,9
OG0002141primerGroup5,18,9
OG0002127primerGroup0,18,9
OG0002003primerGroup3,18,9
OG0002015primerGroup5,18,9
OG0002084primerGroup1,18,9
OG0002072primerGroup0,18,9
OG0002056primerGroup0,18,9
OG0000297primerGroup3,19,10
OG0003720primerGroup5,19,10
OG0003706primerGroup4,19,10
OG0000345primerGroup2,19,10
OG0000365primerGroup1,19,10
OG0003674primerGroup5,19,10
OG0003653primerGroup6,19,10
OG0003643primerGroup2,19,10
OG0003628primerGroup2,19,10
OG0000425primerGroup8,19,10
OG0000437primerGroup2,19,10
OG0000450primerGroup4,19,10
OG0000467primerGroup2,19,10
OG0000485primerGroup9,19,10
OG0000499primerGroup6,19,10
OG0003528primerGroup1,19,10
OG0003513primerGroup5,19,10
OG0000546primerGroup4,19,10
OG0003486primerGroup1,19,10
OG0003386primerGroup9,19,10
OG0003361primerGroup3,19,10
OG0003336primerGroup5,19,10
OG0003310primerGroup2,19,10
OG0003283primerGroup6,19,10
OG0003255primerGroup0,19,10
OG0003228primerGroup4,19,10
OG0003203primerGroup3,19,10
OG0003191primerGroup0,19,10
OG0003166primerGroup4,19,10
OG0003143primerGroup6,19,10
OG0000957primerGroup3,19,10
OG0000974primerGroup5,19,10
OG0003102primerGroup5,19,10
OG0001007primerGroup0,19,10
OG0003075primerGroup5,19,10
OG0001032primerGroup7,19,10
OG0001054primerGroup0,19,10
OG0001065primerGroup5,19,10
OG0003034primerGroup6,19,10
OG0003022primerGroup5,19,10
OG0001107primerGroup4,19,10
OG0001123primerGroup0,19,10
OG0001136primerGroup3,19,10
OG0002972primerGroup9,19,10
OG0002955primerGroup1,19,10
OG0002946primerGroup5,19,10
OG0001184primerGroup9,19,10
OG0001197primerGroup0,19,10
OG0002905primerGroup0,19,10
OG0002884primerGroup5,19,10
OG0001404primerGroup8,19,10
OG0002743primerGroup0,19,10
OG0002727primerGroup2,19,10
OG0002705primerGroup3,19,10
OG0001443primerGroup4,19,10
OG0001457primerGroup0,19,10
OG0001472primerGroup3,19,10
OG0001488primerGroup7,19,10
OG0001499primerGroup5,19,10
OG0002636primerGroup1,19,10
OG0002622primerGroup3,19,10
OG0002598primerGroup2,19,10
OG0001542primerGroup2,19,10
OG0002572primerGroup3,19,10
OG0002556primerGroup7,19,10
OG0002543primerGroup7,19,10
OG0002530primerGroup2,19,10
OG0002518primerGroup6,19,10
OG0002505primerGroup1,19,10
OG0002489primerGroup9,19,10
OG0002464primerGroup3,19,10
OG0001648primerGroup7,19,10
OG0002436primerGroup0,19,10
OG0002420primerGroup3,19,10
OG0002408primerGroup9,19,10
OG0002393primerGroup1,19,10
OG0001712primerGroup1,19,10
OG0002377primerGroup4,19,10
OG0001738primerGroup7,19,10
OG0001753primerGroup3,19,10
OG0001763primerGroup3,19,10
OG0001775primerGroup4,19,10
OG0002301primerGroup3,19,10
OG0002286primerGroup0,19,10
OG0001810primerGroup1,19,10
OG0002263primerGroup0,19,10
OG0001836primerGroup6,19,10
OG0002240primerGroup4,19,10
OG0002232primerGroup9,19,10
OG0001880primerGroup5,19,10
OG0001900primerGroup6,19,10
OG0001912primerGroup2,19,10
OG0001925primerGroup3,19,10
OG0001937primerGroup0,19,10
OG0002161primerGroup5,19,10
OG0001965primerGroup0,19,10
OG0001982primerGroup0,20,10
OG0001993primerGroup7,20,10
OG0002111primerGroup7,20,10
OG0002099primerGroup0,20,10
OG0002026primerGroup8,20,10
OG0002043primerGroup9,20,10
OG0002060primerGroup1,20,10
OG0000298primerGroup4,21,11
OG0003719primerGroup0,21,11
OG0003705primerGroup7,21,11
OG0000346primerGroup0,21,11
OG0000366primerGroup3,21,11
OG0003672primerGroup1,21,11
OG0000383primerGroup0,21,11
OG0000398primerGroup7,21,11
OG0003627primerGroup1,21,11
OG0000426primerGroup0,21,11
OG0003589primerGroup4,21,11
OG0003577primerGroup0,21,11
OG0000468primerGroup1,21,11
OG0003560primerGroup3,21,11
OG0003543primerGroup5,21,11
OG0000511primerGroup6,21,11
OG0000531primerGroup5,21,11
OG0003502primerGroup3,21,11
OG0000554primerGroup1,21,11
OG0003385primerGroup0,21,11
OG0003360primerGroup3,21,11
OG0003335primerGroup6,21,11
OG0003309primerGroup0,21,11
OG0003282primerGroup7,21,11
OG0003254primerGroup2,21,11
OG0003227primerGroup3,21,11
OG0003202primerGroup0,21,11
OG0003190primerGroup4,21,11
OG0003165primerGroup0,21,11
OG0003142primerGroup2,21,11
OG0003126primerGroup0,21,11
OG0000975primerGroup3,21,11
OG0003101primerGroup0,21,11
OG0001008primerGroup3,21,11
OG0003074primerGroup6,21,11
OG0003060primerGroup1,21,11
OG0001055primerGroup0,21,11
OG0001066primerGroup5,21,11
OG0001081primerGroup3,21,11
OG0001093primerGroup1,21,11
OG0001108primerGroup6,21,11
OG0003000primerGroup6,21,11
OG0002987primerGroup7,21,11
OG0002971primerGroup3,21,11
OG0001156primerGroup0,21,11
OG0002945primerGroup7,21,11
OG0001185primerGroup4,21,11
OG0002918primerGroup8,21,11
OG0002903primerGroup5,21,11
OG0001385primerGroup0,21,11
OG0002755primerGroup9,21,11
OG0002742primerGroup1,21,11
OG0002726primerGroup2,21,11
OG0002704primerGroup5,21,11
OG0002690primerGroup0,21,11
OG0001458primerGroup4,21,11
OG0002666primerGroup0,21,11
OG0002657primerGroup1,21,11
OG0001500primerGroup0,21,11
OG0002635primerGroup0,21,11
OG0001529primerGroup2,21,11
OG0002597primerGroup1,21,11
OG0001543primerGroup1,21,11
OG0001560primerGroup1,21,11
OG0002555primerGroup5,21,11
OG0001581primerGroup3,21,11
OG0001593primerGroup1,21,11
OG0001608primerGroup2,21,11
OG0002504primerGroup7,21,11
OG0002488primerGroup1,21,11
OG0002463primerGroup9,21,11
OG0002449primerGroup0,21,11
OG0001661primerGroup4,21,11
OG0002419primerGroup7,21,11
OG0002407primerGroup7,21,11
OG0001696primerGroup0,21,11
OG0002385primerGroup5,21,11
OG0001728primerGroup4,21,11
OG0002361primerGroup3,21,11
OG0002347primerGroup7,21,11
OG0002331primerGroup0,21,11
OG0001776primerGroup6,21,11
OG0001788primerGroup0,21,11
OG0002285primerGroup5,21,11
OG0001811primerGroup6,21,11
OG0002262primerGroup0,21,11
OG0002251primerGroup9,21,11
OG0001850primerGroup0,21,11
OG0001867primerGroup5,21,11
OG0002219primerGroup4,21,11
OG0002214primerGroup7,21,11
OG0002200primerGroup3,21,11
OG0001926primerGroup7,21,11
OG0001938primerGroup0,21,11
OG0001952primerGroup0,21,11
OG0002149primerGroup8,21,11
OG0002140primerGroup7,22,11
OG0002126primerGroup0,22,11
OG0002110primerGroup0,22,11
OG0002016primerGroup4,22,11
OG0002083primerGroup8,22,11
OG0002044primerGroup3,22,11
OG0002057primerGroup1,22,11
OG0000300primerGroup2,23,12
OG0000322primerGroup1,23,12
OG0000332primerGroup6,23,12
OG0000347primerGroup0,23,12
OG0003688primerGroup1,23,12
OG0003671primerGroup3,23,12
OG0003652primerGroup5,23,12
OG0000399primerGroup2,23,12
OG0000414primerGroup8,23,12
OG0000427primerGroup2,23,12
OG0003588primerGroup2,23,12
OG0003576primerGroup2,23,12
OG0000469primerGroup9,23,12
OG0000486primerGroup0,23,12
OG0000500primerGroup9,23,12
OG0003527primerGroup5,23,12
OG0003512primerGroup9,23,12
OG0003501primerGroup4,23,12
OG0000555primerGroup5,23,12
OG0003384primerGroup1,23,12
OG0003359primerGroup0,23,12
OG0003334primerGroup9,23,12
OG0003308primerGroup3,23,12
OG0003281primerGroup0,23,12
OG0003253primerGroup0,23,12
OG0003226primerGroup0,23,12
OG0003201primerGroup8,23,12
OG0003189primerGroup0,23,12
OG0003164primerGroup6,23,12
OG0000947primerGroup8,23,12
OG0003125primerGroup2,23,12
OG0003114primerGroup0,23,12
OG0000993primerGroup3,23,12
OG0001009primerGroup3,23,12
OG0001021primerGroup1,23,12
OG0001033primerGroup0,23,12
OG0003057primerGroup9,23,12
OG0003043primerGroup8,23,12
OG0001082primerGroup1,23,12
OG0001094primerGroup0,23,12
OG0003011primerGroup7,23,12
OG0002999primerGroup5,23,12
OG0001137primerGroup2,23,12
OG0002970primerGroup5,23,12
OG0001157primerGroup2,23,12
OG0002944primerGroup4,23,12
OG0001186primerGroup4,23,12
OG0002917primerGroup1,23,12
OG0002902primerGroup1,23,12
OG0001386primerGroup2,23,12
OG0002754primerGroup3,23,12
OG0001419primerGroup1,23,12
OG0002725primerGroup1,23,12
OG0002703primerGroup1,23,12
OG0001445primerGroup9,23,12
OG0002675primerGroup4,23,12
OG0001473primerGroup8,23,12
OG0002656primerGroup3,23,12
OG0001501primerGroup8,23,12
OG0001517primerGroup5,23,12
OG0002621primerGroup9,23,12
OG0002596primerGroup2,23,12
OG0001544primerGroup3,23,12
OG0002571primerGroup0,23,12
OG0002554primerGroup7,23,12
OG0002542primerGroup6,23,12
OG0001594primerGroup4,23,12
OG0002517primerGroup1,23,12
OG0001621primerGroup6,23,12
OG0002487primerGroup5,23,12
OG0002462primerGroup2,23,12
OG0001649primerGroup1,23,12
OG0002435primerGroup7,23,12
OG0001672primerGroup6,23,12
OG0001686primerGroup1,23,12
OG0002392primerGroup8,23,12
OG0001713primerGroup0,23,12
OG0002375primerGroup3,23,12
OG0001740primerGroup3,23,12
OG0001754primerGroup2,23,12
OG0002330primerGroup1,23,12
OG0002315primerGroup7,23,12
OG0002300primerGroup4,23,12
OG0002284primerGroup4,23,12
OG0001812primerGroup2,23,12
OG0001823primerGroup1,23,12
OG0001837primerGroup5,23,12
OG0001851primerGroup1,23,12
OG0001868primerGroup2,23,12
OG0001882primerGroup0,23,12
OG0001901primerGroup4,23,12
OG0001914primerGroup0,23,12
OG0002185primerGroup0,23,12
OG0001941primerGroup7,23,12
OG0002160primerGroup2,23,12
OG0001966primerGroup6,23,12
OG0001983primerGroup8,24,12
OG0002125primerGroup4,24,12
OG0002004primerGroup3,24,12
OG0002098primerGroup0,24,12
OG0002027primerGroup2,24,12
OG0002071primerGroup1,24,12
OG0002058primerGroup6,24,12
OG0000301primerGroup3,25,13
OG0003718primerGroup5,25,13
OG0003704primerGroup8,25,13
OG0000348primerGroup3,25,13
OG0000367primerGroup0,25,13
OG0003670primerGroup8,25,13
OG0000384primerGroup0,25,13
OG0003640primerGroup2,25,13
OG0003626primerGroup4,25,13
OG0003609primerGroup9,25,13
OG0003587primerGroup0,25,13
OG0000451primerGroup5,25,13
OG0000470primerGroup7,25,13
OG0003559primerGroup4,25,13
OG0003542primerGroup5,25,13
OG0000512primerGroup7,25,13
OG0000532primerGroup6,25,13
OG0000547primerGroup0,25,13
OG0000556primerGroup1,25,13
OG0003383primerGroup2,25,13
OG0003358primerGroup2,25,13
OG0003333primerGroup1,25,13
OG0003307primerGroup0,25,13
OG0003280primerGroup6,25,13
OG0003251primerGroup5,25,13
OG0003225primerGroup8,25,13
OG0000885primerGroup0,25,13
OG0003188primerGroup4,25,13
OG0003163primerGroup9,25,13
OG0003141primerGroup2,25,13
OG0000958primerGroup5,25,13
OG0000976primerGroup1,25,13
OG0003100primerGroup1,25,13
OG0001010primerGroup6,25,13
OG0001022primerGroup7,25,13
OG0003059primerGroup3,25,13
OG0003056primerGroup1,25,13
OG0003042primerGroup1,25,13
OG0001083primerGroup5,25,13
OG0003021primerGroup1,25,13
OG0001109primerGroup8,25,13
OG0002998primerGroup6,25,13
OG0002986primerGroup3,25,13
OG0002969primerGroup8,25,13
OG0001158primerGroup3,25,13
OG0002942primerGroup0,25,13
OG0002931primerGroup1,25,13
OG0001198primerGroup2,25,13
OG0002901primerGroup2,25,13
OG0001387primerGroup0,25,13
OG0001407primerGroup3,25,13
OG0002741primerGroup0,25,13
OG0002724primerGroup1,25,13
OG0002702primerGroup2,25,13
OG0002689primerGroup5,25,13
OG0001459primerGroup7,25,13
OG0001474primerGroup9,25,13
OG0001489primerGroup9,25,13
OG0001502primerGroup4,25,13
OG0001519primerGroup8,25,13
OG0002620primerGroup9,25,13
OG0002595primerGroup3,25,13
OG0001546primerGroup9,25,13
OG0002570primerGroup0,25,13
OG0001568primerGroup1,25,13
OG0002541primerGroup0,25,13
OG0002529primerGroup4,25,13
OG0002516primerGroup5,25,13
OG0002503primerGroup6,25,13
OG0002486primerGroup0,25,13
OG0001637primerGroup1,25,13
OG0002448primerGroup9,25,13
OG0002434primerGroup1,25,13
OG0002418primerGroup2,25,13
OG0002406primerGroup2,25,13
OG0001697primerGroup8,25,13
OG0002384primerGroup2,25,13
OG0001729primerGroup5,25,13
OG0002360primerGroup4,25,13
OG0002345primerGroup5,25,13
OG0001764primerGroup6,25,13
OG0001777primerGroup1,25,13
OG0002299primerGroup0,25,13
OG0001798primerGroup0,25,13
OG0001813primerGroup2,25,13
OG0001824primerGroup3,25,13
OG0001838primerGroup1,25,13
OG0002239primerGroup9,25,13
OG0002231primerGroup0,25,13
OG0001883primerGroup7,25,13
OG0002213primerGroup5,25,13
OG0002199primerGroup9,25,13
OG0001927primerGroup0,25,13
OG0002173primerGroup3,25,13
OG0001953primerGroup0,25,13
OG0002148primerGroup9,25,13
OG0001984primerGroup0,26,13
OG0001994primerGroup2,26,13
OG0002005primerGroup9,26,13
OG0002097primerGroup0,26,13
OG0002028primerGroup3,26,13
OG0002045primerGroup8,26,13
OG0002059primerGroup9,26,13
OG0003730primerGroup0,27,14
OG0000323primerGroup2,27,14
OG0000333primerGroup3,27,14
OG0000349primerGroup0,27,14
OG0003687primerGroup8,27,14
OG0003669primerGroup0,27,14
OG0000385primerGroup0,27,14
OG0003639primerGroup1,27,14
OG0003625primerGroup0,27,14
OG0003608primerGroup2,27,14
OG0000438primerGroup6,27,14
OG0000452primerGroup2,27,14
OG0000471primerGroup6,27,14
OG0003558primerGroup2,27,14
OG0000501primerGroup1,27,14
OG0000513primerGroup8,27,14
OG0003511primerGroup0,27,14
OG0003500primerGroup7,27,14
OG0000557primerGroup1,27,14
OG0003382primerGroup5,27,14
OG0003357primerGroup2,27,14
OG0003332primerGroup7,27,14
OG0003306primerGroup7,27,14
OG0003279primerGroup2,27,14
OG0003250primerGroup1,27,14
OG0003224primerGroup0,27,14
OG0000886primerGroup2,27,14
OG0003187primerGroup1,27,14
OG0003162primerGroup0,27,14
OG0003140primerGroup0,27,14
OG0003124primerGroup2,27,14
OG0000978primerGroup4,27,14
OG0003099primerGroup0,27,14
OG0001011primerGroup9,27,14
OG0001023primerGroup0,27,14
OG0001034primerGroup0,27,14
OG0001056primerGroup8,27,14
OG0003041primerGroup4,27,14
OG0003033primerGroup0,27,14
OG0001095primerGroup0,27,14
OG0003010primerGroup0,27,14
OG0001124primerGroup6,27,14
OG0001138primerGroup1,27,14
OG0002968primerGroup0,27,14
OG0001159primerGroup0,27,14
OG0001172primerGroup4,27,14
OG0001187primerGroup2,27,14
OG0001199primerGroup8,27,14
OG0002900primerGroup2,27,14
OG0001388primerGroup8,27,14
OG0002753primerGroup2,27,14
OG0002740primerGroup8,27,14
OG0002723primerGroup6,27,14
OG0002701primerGroup0,27,14
OG0001446primerGroup0,27,14
OG0002674primerGroup0,27,14
OG0001475primerGroup4,27,14
OG0002655primerGroup0,27,14
OG0001503primerGroup3,27,14
OG0002634primerGroup0,27,14
OG0001530primerGroup2,27,14
OG0002594primerGroup5,27,14
OG0001547primerGroup4,27,14
OG0002569primerGroup0,27,14
OG0002553primerGroup0,27,14
OG0001582primerGroup9,27,14
OG0001595primerGroup4,27,14
OG0002515primerGroup3,27,14
OG0001622primerGroup9,27,14
OG0002485primerGroup6,27,14
OG0002461primerGroup1,27,14
OG0002447primerGroup7,27,14
OG0002431primerGroup0,27,14
OG0001673primerGroup0,27,14
OG0002405primerGroup8,27,14
OG0002391primerGroup2,27,14
OG0001714primerGroup0,27,14
OG0002373primerGroup9,27,14
OG0002359primerGroup1,27,14
OG0001755primerGroup8,27,14
OG0002329primerGroup0,27,14
OG0001778primerGroup0,27,14
OG0001789primerGroup9,27,14
OG0002283primerGroup0,27,14
OG0002274primerGroup3,27,14
OG0002261primerGroup5,27,14
OG0001839primerGroup0,27,14
OG0001852primerGroup9,27,14
OG0001869primerGroup1,27,14
OG0001884primerGroup1,27,14
OG0002212primerGroup6,27,14
OG0002198primerGroup6,27,14
OG0002184primerGroup0,27,14
OG0001942primerGroup7,27,14
OG0002159primerGroup1,27,14
OG0001967primerGroup9,27,14
OG0001985primerGroup7,28,14
OG0002124primerGroup8,28,14
OG0002109primerGroup1,28,14
OG0002096primerGroup3,28,14
OG0002029primerGroup1,28,14
OG0002046primerGroup0,28,14
OG0000302primerGroup0,29,15
OG0000324primerGroup6,29,15
OG0000334primerGroup6,29,15
OG0000350primerGroup3,29,15
OG0003686primerGroup3,29,15
OG0003668primerGroup6,29,15
OG0003651primerGroup0,29,15
OG0003638primerGroup4,29,15
OG0003624primerGroup8,29,15
OG0000428primerGroup3,29,15
OG0003586primerGroup0,29,15
OG0000453primerGroup0,29,15
OG0000472primerGroup0,29,15
OG0000487primerGroup1,29,15
OG0003541primerGroup8,29,15
OG0003526primerGroup6,29,15
OG0003510primerGroup0,29,15
OG0003499primerGroup5,29,15
OG0000558primerGroup2,29,15
OG0003381primerGroup4,29,15
OG0003356primerGroup0,29,15
OG0003331primerGroup9,29,15
OG0003305primerGroup7,29,15
OG0003278primerGroup0,29,15
OG0003249primerGroup4,29,15
OG0003223primerGroup9,29,15
OG0003200primerGroup9,29,15
OG0003186primerGroup1,29,15
OG0003161primerGroup0,29,15
OG0000948primerGroup8,29,15
OG0000959primerGroup8,29,15
OG0000979primerGroup0,29,15
OG0003098primerGroup8,29,15
OG0003085primerGroup0,29,15
OG0003073primerGroup0,29,15
OG0001035primerGroup1,29,15
OG0003055primerGroup6,29,15
OG0001067primerGroup1,29,15
OG0001084primerGroup5,29,15
OG0003020primerGroup4,29,15
OG0003009primerGroup0,29,15
OG0002997primerGroup7,29,15
OG0002985primerGroup3,29,15
OG0002967primerGroup9,29,15
OG0001160primerGroup5,29,15
OG0002941primerGroup0,29,15
OG0002930primerGroup6,29,15
OG0001200primerGroup0,29,15
OG0002899primerGroup1,29,15
OG0001389primerGroup2,29,15
OG0001409primerGroup5,29,15
OG0001420primerGroup8,29,15
OG0002722primerGroup0,29,15
OG0001431primerGroup3,29,15
OG0001447primerGroup9,29,15
OG0002673primerGroup7,29,15
OG0002664primerGroup0,29,15
OG0002654primerGroup8,29,15
OG0001504primerGroup0,29,15
OG0002633primerGroup2,29,15
OG0001531primerGroup0,29,15
OG0002593primerGroup4,29,15
OG0001548primerGroup3,29,15
OG0002568primerGroup9,29,15
OG0001569primerGroup7,29,15
OG0002540primerGroup0,29,15
OG0001596primerGroup9,29,15
OG0001609primerGroup4,29,15
OG0001623primerGroup1,29,15
OG0002484primerGroup0,29,15
OG0001638primerGroup6,29,15
OG0002445primerGroup2,29,15
OG0001663primerGroup1,29,15
OG0001674primerGroup6,29,15
OG0001687primerGroup6,29,15
OG0001698primerGroup3,29,15
OG0001715primerGroup5,29,15
OG0001730primerGroup2,29,15
OG0001741primerGroup1,29,15
OG0002344primerGroup4,29,15
OG0002328primerGroup4,29,15
OG0002314primerGroup3,29,15
OG0001790primerGroup0,29,15
OG0001799primerGroup3,29,15
OG0002273primerGroup0,29,15
OG0001825primerGroup6,29,15
OG0002250primerGroup3,29,15
OG0001853primerGroup7,29,15
OG0001870primerGroup1,29,15
OG0001885primerGroup0,29,15
OG0001902primerGroup8,29,15
OG0001915primerGroup0,29,15
OG0001928primerGroup0,29,15
OG0002172primerGroup0,29,15
OG0001954primerGroup2,29,15
OG0001968primerGroup6,29,15
OG0001986primerGroup7,30,15
OG0001996primerGroup0,30,15
OG0002006primerGroup2,30,15
OG0002017primerGroup3,30,15
OG0002082primerGroup8,30,15
OG0002070primerGroup0,30,15
OG0003729primerGroup4,31,16
OG0003717primerGroup3,31,16
OG0003703primerGroup9,31,16
OG0000351primerGroup4,31,16
OG0000368primerGroup0,31,16
OG0003666primerGroup0,31,16
OG0000386primerGroup3,31,16
OG0003637primerGroup3,31,16
OG0000417primerGroup1,31,16
OG0003607primerGroup7,31,16
OG0000439primerGroup9,31,16
OG0000454primerGroup9,31,16
OG0000473primerGroup7,31,16
OG0000488primerGroup0,31,16
OG0000503primerGroup3,31,16
OG0003525primerGroup4,31,16
OG0000533primerGroup8,31,16
OG0003498primerGroup6,31,16
OG0000559primerGroup2,31,16
OG0003380primerGroup6,31,16
OG0003355primerGroup4,31,16
OG0003330primerGroup1,31,16
OG0003304primerGroup1,31,16
OG0003277primerGroup1,31,16
OG0003248primerGroup2,31,16
OG0003222primerGroup4,31,16
OG0000887primerGroup1,31,16
OG0003185primerGroup0,31,16
OG0003160primerGroup1,31,16
OG0003139primerGroup5,31,16
OG0000960primerGroup0,31,16
OG0000980primerGroup2,31,16
OG0000996primerGroup8,31,16
OG0001012primerGroup1,31,16
OG0003072primerGroup0,31,16
OG0001036primerGroup1,31,16
OG0003054primerGroup0,31,16
OG0003040primerGroup3,31,16
OG0003032primerGroup4,31,16
OG0003019primerGroup9,31,16
OG0001110primerGroup2,31,16
OG0001125primerGroup9,31,16
OG0002984primerGroup2,31,16
OG0002966primerGroup8,31,16
OG0002954primerGroup0,31,16
OG0001173primerGroup8,31,16
OG0002929primerGroup3,31,16
OG0002916primerGroup9,31,16
OG0001212primerGroup0,31,16
OG0001390primerGroup0,31,16
OG0002752primerGroup4,31,16
OG0002739primerGroup0,31,16
OG0002721primerGroup6,31,16
OG0001432primerGroup2,31,16
OG0001448primerGroup6,31,16
OG0001460primerGroup4,31,16
OG0001476primerGroup5,31,16
OG0002653primerGroup9,31,16
OG0001505primerGroup9,31,16
OG0002632primerGroup0,31,16
OG0002618primerGroup8,31,16
OG0001535primerGroup2,31,16
OG0001549primerGroup5,31,16
OG0002567primerGroup7,31,16
OG0002552primerGroup4,31,16
OG0001583primerGroup7,31,16
OG0002528primerGroup1,31,16
OG0001611primerGroup5,31,16
OG0002502primerGroup5,31,16
OG0002483primerGroup2,31,16
OG0002459primerGroup1,31,16
OG0001650primerGroup2,31,16
OG0002430primerGroup5,31,16
OG0002416primerGroup7,31,16
OG0001688primerGroup2,31,16
OG0001699primerGroup4,31,16
OG0001716primerGroup7,31,16
OG0002372primerGroup6,31,16
OG0002358primerGroup0,31,16
OG0002343primerGroup1,31,16
OG0002327primerGroup2,31,16
OG0001779primerGroup9,31,16
OG0001791primerGroup2,31,16
OG0001800primerGroup4,31,16
OG0001814primerGroup2,31,16
OG0002260primerGroup0,31,16
OG0001840primerGroup3,31,16
OG0002238primerGroup3,31,16
OG0002230primerGroup4,31,16
OG0001886primerGroup9,31,16
OG0002211primerGroup1,31,16
OG0002197primerGroup9,31,16
OG0002183primerGroup2,31,16
OG0001943primerGroup4,31,16
OG0002158primerGroup7,31,16
OG0001969primerGroup0,31,16
OG0002139primerGroup8,32,16
OG0002123primerGroup0,32,16
OG0002108primerGroup5,32,16
OG0002094primerGroup3,32,16
OG0002081primerGroup0,32,16
OG0002047primerGroup5,32,16
OG0000303primerGroup4,33,17
OG0000325primerGroup9,33,17
OG0000335primerGroup4,33,17
OG0000353primerGroup2,33,17
OG0000370primerGroup8,33,17
OG0003665primerGroup3,33,17
OG0000387primerGroup9,33,17
OG0000402primerGroup1,33,17
OG0003623primerGroup7,33,17
OG0003606primerGroup0,33,17
OG0003585primerGroup0,33,17
OG0003575primerGroup4,33,17
OG0000474primerGroup1,33,17
OG0003557primerGroup7,33,17
OG0003540primerGroup4,33,17
OG0000514primerGroup3,33,17
OG0003509primerGroup2,33,17
OG0000548primerGroup0,33,17
OG0000560primerGroup3,33,17
OG0003379primerGroup5,33,17
OG0003354primerGroup0,33,17
OG0003329primerGroup8,33,17
OG0003303primerGroup8,33,17
OG0003276primerGroup8,33,17
OG0003247primerGroup0,33,17
OG0003221primerGroup6,33,17
OG0000888primerGroup0,33,17
OG0003184primerGroup6,33,17
OG0003159primerGroup9,33,17
OG0000949primerGroup0,33,17
OG0000961primerGroup0,33,17
OG0000983primerGroup1,33,17
OG0003096primerGroup1,33,17
OG0003084primerGroup9,33,17
OG0003071primerGroup3,33,17
OG0001037primerGroup3,33,17
OG0001057primerGroup2,33,17
OG0001068primerGroup0,33,17
OG0001085primerGroup3,33,17
OG0001096primerGroup2,33,17
OG0001111primerGroup0,33,17
OG0002996primerGroup0,33,17
OG0001139primerGroup1,33,17
OG0001146primerGroup6,33,17
OG0001161primerGroup5,33,17
OG0002940primerGroup2,33,17
OG0002928primerGroup7,33,17
OG0001201primerGroup5,33,17
OG0001213primerGroup0,33,17
OG0001391primerGroup9,33,17
OG0001410primerGroup0,33,17
OG0002738primerGroup0,33,17
OG0002720primerGroup1,33,17
OG0001433primerGroup1,33,17
OG0001449primerGroup0,33,17
OG0002672primerGroup7,33,17
OG0001477primerGroup7,33,17
OG0002652primerGroup5,33,17
OG0001506primerGroup1,33,17
OG0001520primerGroup,33,17
OG0002616primerGroup3,33,17
OG0002592primerGroup3,33,17
OG0002581primerGroup3,33,17
OG0002566primerGroup8,33,17
OG0002551primerGroup6,33,17
OG0002539primerGroup2,33,17
OG0002527primerGroup1,33,17
OG0002514primerGroup7,33,17
OG0001624primerGroup0,33,17
OG0002482primerGroup2,33,17
OG0001639primerGroup0,33,17
OG0002444primerGroup0,33,17
OG0002429primerGroup2,33,17
OG0001675primerGroup9,33,17
OG0001689primerGroup3,33,17
OG0001700primerGroup1,33,17
OG0002383primerGroup0,33,17
OG0002371primerGroup4,33,17
OG0001742primerGroup1,33,17
OG0002342primerGroup2,33,17
OG0002326primerGroup0,33,17
OG0001780primerGroup6,33,17
OG0002298primerGroup5,33,17
OG0002282primerGroup0,33,17
OG0001815primerGroup6,33,17
OG0001826primerGroup1,33,17
OG0002249primerGroup0,33,17
OG0001854primerGroup0,33,17
OG0001871primerGroup9,33,17
OG0001887primerGroup3,33,17
OG0001903primerGroup2,33,17
OG0001916primerGroup6,33,17
OG0001929primerGroup0,33,17
OG0002171primerGroup1,33,17
OG0002157primerGroup2,33,17
OG0001970primerGroup4,33,17
OG0002138primerGroup2,34,17
OG0001997primerGroup3,34,17
OG0002107primerGroup5,34,17
OG0002019primerGroup8,34,17
